analysis,metric,control,comparator,n_blocks,mean_control,mean_comparator,mean_difference,median_difference,wins,ties,losses,w_plus,w_minus,wilcoxon_w,raw_p,rank_biserial,enumerations,hodges_lehmann,ci95_lower,ci95_upper,ci_coverage,hl_critical_rank,holm_adjusted_p,reject_holm,holm_family_size,correction_scope,ci_note
sensitivity_9block,Macro-F1,GCRN,BWA,9,81.99504726047212,80.02112222222223,1.9739250382498943,0.5830608314918635,7,0,2,32.0,13.0,13.0,0.30078125,0.4222222222222222,512,0.6603638341944986,-2.2078631812519163,7.581889622639196,0.9609375,5,1.0,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Macro-F1,GCRN,TiReMGE,9,81.99504726047212,74.28548888888889,7.709558371583226,2.3955239133164383,8,0,1,39.0,6.0,6.0,0.0546875,0.7333333333333333,512,2.5392307581434324,-0.20185318125191998,27.293010926744916,0.9609375,5,0.4921875,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Macro-F1,GCRN,GOVERN,9,81.99504726047212,81.43524349531108,0.5598037651610324,0.6901065215278948,8,0,1,37.0,8.0,8.0,0.09765625,0.6444444444444445,512,0.655724351176346,-1.5027994028529434,2.2683530450526845,0.9609375,5,0.78125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Macro-F1,GCRN,CrowdFM,9,81.99504726047212,80.73567555555557,1.259371704916558,1.1920507581434236,6,0,3,30.0,15.0,15.0,0.42578125,0.3333333333333333,512,0.8995836765098773,-1.4241381445776966,5.1728480817269045,0.9609375,5,1.0,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,MV,9,85.28422025600744,81.50032222222222,3.7838980337852175,2.9645106229882003,9,0,0,45.0,0.0,0.0,0.00390625,1.0,512,3.030597268152313,1.1729821053192993,7.831504395758671,0.9609375,5,0.03515625,True,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,PM,9,85.28422025600744,82.67271555555556,2.6115047004518837,1.0488639133164384,7,0,2,38.0,7.0,7.0,0.07421875,0.6888888888888889,512,2.168232105319291,-0.6643245702709635,5.982344213054972,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,GLAD,9,85.28422025600744,82.84625555555554,2.4379647004518867,1.0732106229881992,8,0,1,38.0,7.0,7.0,0.07421875,0.6888888888888889,512,1.0732106229881992,-0.11491070493983102,7.056950858219089,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,DS,9,85.28422025600744,83.98174444444444,1.3024758115629962,0.42672391331643666,8,0,1,38.0,7.0,7.0,0.07421875,0.6888888888888889,512,0.5071892950601651,-0.07908560424132816,3.494875787946725,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,EBCC,9,85.28422025600744,84.43190222222223,0.8523180337852175,0.3501983536504696,7,0,2,36.0,9.0,9.0,0.12890625,0.6,512,0.5067843957586717,-0.5419586943423624,2.760744351176349,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,BWA,9,85.28422025600744,82.90745555555556,2.3767647004518846,0.5676983536504565,7,0,2,33.0,12.0,12.0,0.25,0.4666666666666667,512,0.6686106229881972,-0.48371070493983837,7.252700088983573,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,TiReMGE,9,85.28422025600744,77.52970444444446,7.754515811562996,2.3955239133164383,9,0,0,45.0,0.0,0.0,0.00390625,1.0,512,2.7849390056396217,1.3408377985442002,25.417734395758668,0.9609375,5,0.03515625,True,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,GOVERN,9,85.28422025600744,84.37408800729789,0.9101322487095445,0.7575509883956073,8,0,1,40.0,5.0,5.0,0.0390625,0.7777777777777778,512,0.7575509883956073,0.018886729356424325,2.1835642130549644,0.9609375,5,0.2734375,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
sensitivity_9block,Weighted-F1,GCRN,CrowdFM,9,85.28422025600744,83.58099555555555,1.7032247004518846,1.1849506229881968,8,0,1,38.0,7.0,7.0,0.07421875,0.6888888888888889,512,1.0015431440809195,-0.7135243875672614,4.971480088983569,0.9609375,5,0.4453125,False,9,"within metric, GCRN versus nine baselines",pointwise exact conservative paired Hodges-Lehmann CI
